Time (ms),ADC1,ADC2
7083,0.396,0.386
7086,0.121,0.115
7088,0.001,0.001
7091,0.057,0.062
7094,0.303,0.310
7098,0.762,0.773
7100,1.224,1.236
7103,1.720,1.731
7106,2.177,2.184
7108,2.500,2.500
7111,2.500,2.500
7114,2.500,2.500
7117,2.500,2.500
7120,2.500,2.500
7122,2.210,2.174
7125,1.750,1.725
7128,1.259,1.243
7130,0.797,0.783
7133,0.404,0.385
7136,0.122,0.121
7170,2.500,2.500
7173,2.144,2.114
7175,1.681,1.664
7178,1.189,1.165
7181,0.734,0.720
7183,0.358,0.347
7186,0.098,0.092
7190,0.003,0.001
7193,0.144,0.146
7195,0.423,0.429
7198,0.821,0.829
7201,1.304,1.312
7203,1.783,1.800
7206,2.237,2.246
7209,2.500,2.500
7212,2.500,2.500
7215,2.500,2.500
7217,2.500,2.500
7220,2.500,2.500
7223,2.147,2.119
7225,1.680,1.662
7228,1.192,1.174
7231,0.636,0.617
7234,0.279,0.265
7237,0.059,0.055
7240,0.000,0.000
7242,0.093,0.105
7245,0.380,0.393
7248,0.776,0.787
7250,1.241,1.257
7254,1.840,1.840
7256,2.295,2.299
7259,2.500,2.500
7262,2.500,2.500
7264,2.500,2.500
7267,2.500,2.500
7270,2.500,2.500
7273,2.097,2.063
7276,1.629,1.605
7278,1.139,1.119
7281,0.683,0.668
7284,0.306,0.304
7286,0.082,0.077
7289,0.000,0.000
7292,0.082,0.090
7295,0.429,0.440
7298,0.841,0.848
7301,1.302,1.336
7303,1.796,1.807
7306,2.256,2.258
7309,2.500,2.500
7311,2.500,2.500
7315,2.500,2.500
7317,2.500,2.500
7320,2.500,2.500
7323,2.133,2.110
7325,1.668,1.647
7328,1.181,1.163
7331,0.722,0.707
7333,0.343,0.336
7337,0.056,0.048
7340,0.000,0.000
7342,0.103,0.103
7345,0.361,0.372
7348,0.734,0.753
7350,1.207,1.220
7353,1.695,1.712
7356,2.254,2.256
7359,2.500,2.500
7361,2.500,2.500
7364,2.500,2.500
7367,2.500,2.500
7369,2.500,2.500
7372,2.230,2.187
7375,1.776,1.754
7378,1.176,1.149
7381,0.712,0.701
7383,0.349,0.336
7386,0.085,0.088
7389,0.000,0.000
7392,0.068,0.067
7395,0.312,0.339
7398,0.797,0.801
7401,1.271,1.286
7403,1.756,1.768
7406,2.214,2.222
7409,2.500,2.500
7411,2.500,2.500
7414,2.500,2.500
7416,2.500,2.500
7420,2.500,2.500
7422,2.169,2.149
7425,1.719,1.699
7428,1.224,1.205
7430,0.763,0.748
7433,0.380,0.359
7436,0.104,0.099
7439,0.000,0.000
7442,0.080,0.087
7445,0.359,0.364
7447,0.737,0.751
7450,1.203,1.214
7453,1.688,1.699
7455,2.147,2.151
7458,2.500,2.500
7461,2.500,2.500
7464,2.500,2.500
7467,2.500,2.500
7469,2.500,2.500
7472,2.238,2.187
7475,1.782,1.761
7477,1.294,1.278
7481,0.724,0.695
7483,0.347,0.336
7486,0.094,0.086
7489,0.000,0.000
7492,0.065,0.065
7495,0.322,0.338
7497,0.697,0.706
7500,1.151,1.169
7503,1.748,1.765
7506,2.217,2.223
7509,2.500,2.500
7511,2.500,2.500
7514,2.500,2.500
7516,2.500,2.500
7519,2.500,2.500
7522,2.176,2.151
7525,1.723,1.698
7528,1.225,1.211
7530,0.768,0.751
7533,0.380,0.369
7536,0.109,0.102
7538,0.000,0.000
7541,0.037,0.039
7545,0.331,0.338
7547,0.701,0.711
7550,1.153,1.170
7553,1.650,1.658
7555,2.113,2.118
7558,2.500,2.500
7561,2.500,2.500
7563,2.500,2.500
7566,2.500,2.500
7569,2.500,2.500
7572,2.267,2.241
7574,1.817,1.799
7577,1.340,1.317
7580,0.866,0.846
7582,0.453,0.441
7586,0.103,0.103
7588,0.001,0.000
7591,0.058,0.051
7594,0.304,0.309
7597,0.669,0.679
7600,1.123,1.139
7602,1.613,1.614
7605,2.071,2.083
7608,2.500,2.500
7611,2.500,2.500
7614,2.500,2.500
7616,2.500,2.500
7619,2.500,2.500
7622,2.304,2.278
7624,1.851,1.835
7628,1.259,1.239
7630,0.789,0.776
7633,0.402,0.381
7636,0.124,0.117
7638,0.000,0.000
7641,0.030,0.034
7644,0.237,0.251
7646,0.581,0.594
7650,1.123,1.142
7652,1.615,1.626
7655,2.089,2.091
7658,2.495,2.491
7660,2.500,2.500
7663,2.500,2.500
7666,2.500,2.500
7669,2.500,2.500
7672,2.297,2.262
7674,1.850,1.828
7677,1.354,1.344
7680,0.877,0.864
7682,0.469,0.450
7685,0.167,0.159
7688,0.012,0.012
7691,0.052,0.054
7694,0.301,0.308
7697,0.664,0.673
7700,1.117,1.133
7702,1.605,1.618
7705,2.074,2.079
7708,2.477,2.485
7711,2.500,2.500
7714,2.500,2.500
7716,2.500,2.500
7719,2.500,2.500
7722,2.306,2.274
7724,1.861,1.841
7727,1.365,1.358
7730,0.896,0.881
7733,0.402,0.392
7736,0.121,0.118
7738,0.001,0.000
7741,0.039,0.049
7744,0.283,0.299
7747,0.643,0.654
7750,1.091,1.102
7753,1.684,1.697
7756,2.152,2.157
7758,2.500,2.500
7761,2.500,2.500
7763,2.500,2.500
7766,2.500,2.500
7769,2.500,2.500
7771,2.328,2.306
7775,1.786,1.759
7777,1.297,1.280
7780,0.824,0.806
7783,0.425,0.411
7785,0.142,0.132
7788,0.006,0.004
7791,0.045,0.049
7795,0.355,0.355
7797,0.735,0.739
7800,1.188,1.204
7803,1.684,1.698
7805,2.150,2.155
7808,2.500,2.500
7811,2.500,2.500
7813,2.500,2.500
7817,2.500,2.500
7819,2.500,2.500
7822,2.231,2.220
7825,1.787,1.767
7827,1.297,1.279
7830,0.824,0.802
7833,0.424,0.415
7867,2.500,2.500
7870,2.500,2.500
7872,2.175,2.154
7875,1.716,1.688
7878,1.228,1.207
7880,0.762,0.743
7883,0.375,0.366
7886,0.104,0.097
7889,0.000,0.000
7892,0.070,0.078
7895,0.349,0.363
7897,0.734,0.747
7900,1.198,1.208
7903,1.690,1.695
7905,2.149,2.155
7909,2.500,2.500
7913,2.500,2.500
7916,2.500,2.500
7918,2.500,2.500
7921,2.404,2.375
7924,1.979,1.954
7926,1.503,1.482
7929,1.016,1.001
7932,0.501,0.485
7935,0.188,0.179
7938,0.017,0.011
7941,0.015,0.023
7944,0.214,0.225
7946,0.542,0.556
7949,0.977,0.985
7952,1.572,1.581
7955,2.050,2.050
7958,2.464,2.465
7960,2.500,2.500
7963,2.500,2.500
7966,2.500,2.500
7968,2.500,2.500
7971,2.416,2.394
7974,1.890,1.867
7977,1.403,1.384
7979,0.918,0.902
7982,0.502,0.486
7985,0.192,0.181
7988,0.022,0.013
7990,0.022,0.014
7994,0.274,0.269
7997,0.634,0.644
7999,1.070,1.091
8002,1.561,1.580
8005,2.041,2.037
8007,2.456,2.449
8010,2.500,2.500
8013,2.500,2.500
8016,2.500,2.500
8019,2.500,2.500
8021,2.329,2.318
8024,1.907,1.883
8027,1.420,1.398
8029,0.933,0.918
8032,0.507,0.493
8035,0.138,0.133
8038,0.005,0.000
8041,0.038,0.040
8044,0.260,0.270
8047,0.610,0.619
8049,1.046,1.066
8052,1.534,1.541
8055,2.003,2.011
8058,2.500,2.500
8061,2.500,2.500
8063,2.500,2.500
8066,2.500,2.500
8069,2.500,2.500
8071,2.368,2.339
8074,1.927,1.914
8077,1.344,1.311
8080,0.867,0.847
8082,0.455,0.437
8085,0.157,0.155
8088,0.010,0.009
8091,0.031,0.038
8094,0.248,0.271
8097,0.591,0.603
8100,1.141,1.153
8102,1.628,1.637
8105,2.103,2.107
8108,2.497,2.499
8111,2.500,2.500
8113,2.500,2.500
8116,2.500,2.500
8118,2.500,2.500
8122,2.278,2.262
8124,1.839,1.814
8127,1.351,1.333
8130,0.874,0.855
8132,0.468,0.448
8135,0.161,0.157
8138,0.012,0.009
8141,0.050,0.065
8144,0.317,0.324
8147,0.677,0.690
8150,1.134,1.151
8152,1.623,1.624
8155,2.091,2.099
8158,2.498,2.500
8160,2.500,2.500
8164,2.500,2.500
8166,2.500,2.500
8169,2.500,2.500
8172,2.292,2.270
8174,1.846,1.823
8177,1.362,1.334
8180,0.885,0.862
8183,0.396,0.383
8186,0.120,0.114
8188,0.000,0.000
8191,0.034,0.027
8194,0.243,0.258
8197,0.588,0.591
8199,1.034,1.040
8202,1.503,1.526
8205,2.092,2.097
8208,2.499,2.500
8210,2.500,2.500
8213,2.500,2.500
8216,2.500,2.500
8218,2.500,2.500
8221,2.382,2.350
8224,1.843,1.822
8227,1.348,1.331
8230,0.874,0.859
8232,0.469,0.450
8235,0.168,0.153
8238,0.008,0.000
8241,0.024,0.027
8244,0.231,0.239
8247,0.658,0.667
8250,1.110,1.122
8252,1.599,1.611
8255,2.066,2.070
8258,2.482,2.480
8260,2.500,2.500
8263,2.500,2.500
8266,2.500,2.500
8269,2.500,2.500
8272,2.313,2.287
8274,1.863,1.844
8277,1.388,1.366
8280,0.905,0.890
8282,0.491,0.480
8285,0.179,0.171
8288,0.001,0.001
8291,0.052,0.056
8294,0.295,0.307
8297,0.665,0.678
8300,1.106,1.120
8302,1.597,1.611
8305,2.071,2.076
8308,2.500,2.500
8311,2.500,2.500
8314,2.500,2.500
8316,2.500,2.500
8319,2.500,2.500
8322,2.303,2.288
8324,1.863,1.846
8327,1.383,1.358
8330,0.802,0.789
8333,0.408,0.396
8336,0.126,0.120
8338,0.000,0.000
8341,0.028,0.032
8344,0.229,0.245
8346,0.575,0.585
8350,1.117,1.134
8352,1.609,1.621
8355,2.077,2.084
8358,2.484,2.481
8360,2.500,2.500
8363,2.500,2.500
8366,2.500,2.500
8368,2.500,2.500
8372,2.294,2.273
8374,1.856,1.836
8377,1.366,1.348
8380,0.895,0.875
8382,0.481,0.467
8385,0.179,0.166
8388,0.016,0.013
8391,0.052,0.056
8394,0.284,0.295
8397,0.659,0.663
8400,1.106,1.112
8402,1.597,1.610
8405,2.062,2.075
8408,2.478,2.477
8410,2.500,2.500
8414,2.500,2.500
8416,2.500,2.500
8419,2.500,2.500
8422,2.310,2.283
8424,1.852,1.847
8427,1.378,1.365
8430,0.906,0.889
8433,0.409,0.398
8436,0.126,0.123
8438,0.000,0.001
8441,0.038,0.041
8444,0.274,0.279
8447,0.628,0.641
8449,1.075,1.088
8452,1.559,1.572
8455,2.145,2.138
8458,2.500,2.500
8461,2.500,2.500
8463,2.500,2.500
8466,2.500,2.500
8469,2.500,2.500
8471,2.344,2.320
8474,1.911,1.887
8477,1.312,1.292
8480,0.839,0.820
8483,0.432,0.417
8485,0.144,0.140
8488,0.008,0.007
8491,0.025,0.042
8494,0.273,0.281
8497,0.722,0.724
8500,1.176,1.194
8503,1.675,1.688
8505,2.136,2.144
8508,2.500,2.500
8511,2.500,2.500
8513,2.500,2.500
8516,2.500,2.500
8519,2.500,2.500
8522,2.248,2.234
8525,1.802,1.775
8527,1.312,1.292
8530,0.840,0.824
8533,0.437,0.425
8535,0.148,0.142
8570,2.500,2.500
8572,2.186,2.150
8575,1.731,1.708
8578,1.243,1.225
8580,0.780,0.762
8583,0.382,0.373
8586,0.119,0.113
8589,0.000,0.000
8592,0.060,0.067
8594,0.312,0.332
8597,0.686,0.697
8600,1.150,1.163
8603,1.628,1.643
8605,2.097,2.109
8608,2.500,2.500
8611,2.500,2.500
8614,2.500,2.500
8616,2.500,2.500
8619,2.500,2.500
8622,2.276,2.260
8624,1.837,1.815
8627,1.351,1.333
8630,0.765,0.750
8633,0.382,0.371
8636,0.116,0.110
8638,0.000,0.000
8641,0.037,0.039
8644,0.263,0.263
8647,0.589,0.602
8649,1.044,1.059
8653,1.641,1.651
8655,2.110,2.115
8658,2.500,2.500
8661,2.500,2.500
8663,2.500,2.500
8666,2.500,2.500
8669,2.500,2.500
8672,2.274,2.250
8674,1.829,1.811
8677,1.345,1.326
8680,0.859,0.842
8682,0.453,0.437
8685,0.150,0.148
8688,0.003,0.000
8691,0.028,0.031
8694,0.303,0.310
8697,0.668,0.681
8700,1.123,1.134
8702,1.604,1.620
8705,2.072,2.074
8708,2.484,2.472
8710,2.500,2.500
8714,2.500,2.500
8716,2.500,2.500
8719,2.500,2.500
8722,2.311,2.278
8724,1.862,1.844
8727,1.387,1.365
8730,0.899,0.886
8732,0.489,0.475
8736,0.128,0.114
8738,0.002,0.001
8741,0.055,0.059
8744,0.297,0.306
8747,0.666,0.674
8750,1.122,1.120
8752,1.598,1.619
8756,2.173,2.171
8758,2.500,2.500
8761,2.500,2.500
8764,2.500,2.500
8766,2.500,2.500
8769,2.500,2.500
8772,2.310,2.287
8774,1.857,1.842
8778,1.259,1.242
8780,0.799,0.778
8783,0.393,0.385
8786,0.126,0.118
8788,0.000,0.000
8791,0.033,0.033
8794,0.231,0.244
8797,0.672,0.682
8800,1.125,1.128
8802,1.615,1.630
8805,2.083,2.088
8808,2.491,2.487
8810,2.500,2.500
8813,2.500,2.500
8816,2.500,2.500
8819,2.500,2.500
8822,2.303,2.275
8824,1.850,1.833
8827,1.368,1.351
8830,0.890,0.873
8832,0.479,0.462
8835,0.176,0.160
8838,0.002,0.000
8841,0.034,0.052
8844,0.290,0.298
8847,0.649,0.658
8850,1.104,1.110
8852,1.595,1.605
8855,2.060,2.069
8858,2.472,2.475
8861,2.500,2.500
8864,2.500,2.500
8866,2.500,2.500
8869,2.500,2.500
8872,2.315,2.294
8874,1.867,1.848
8877,1.386,1.361
8880,0.808,0.790
8883,0.413,0.399
8886,0.132,0.127
8888,0.001,0.001
8891,0.048,0.053
8894,0.292,0.301
8897,0.658,0.669
8900,1.110,1.122
8903,1.711,1.719
8906,2.169,2.175
8908,2.500,2.500
8911,2.500,2.500
8914,2.500,2.500
8916,2.500,2.500
8919,2.500,2.500
8922,2.221,2.201
8925,1.768,1.747
8927,1.283,1.259
8930,0.813,0.800
8933,0.414,0.393
8936,0.133,0.126
8938,0.003,0.000
8941,0.039,0.046
8945,0.346,0.346
8947,0.722,0.735
8950,1.177,1.192
8953,1.673,1.684
8955,2.132,2.134
8958,2.500,2.500
8961,2.500,2.500
8964,2.500,2.500
8967,2.500,2.500
8969,2.500,2.500
8972,2.252,2.227
8975,1.801,1.772
8977,1.316,1.295
8980,0.843,0.827
8983,0.439,0.429
8986,0.104,0.089
8989,0.000,0.000
8991,0.057,0.059
8994,0.289,0.291
8997,0.661,0.673
9000,1.114,1.118
9002,1.608,1.609
9005,2.069,2.078
9008,2.500,2.500
9012,2.500,2.500
9015,2.500,2.500
9018,2.500,2.500
9020,2.475,2.454
9023,2.045,2.042
9026,1.597,1.575
9029,0.992,0.977
9032,0.558,0.544
9034,0.225,0.216
9037,0.036,0.032
9040,0.007,0.007
9043,0.190,0.187
9046,0.503,0.503
9049,0.920,0.933
9052,1.517,1.527
9055,1.998,2.000
9057,2.417,2.418
9060,2.500,2.500
9063,2.500,2.500
9065,2.500,2.500
9068,2.500,2.500
9071,2.370,2.357
9074,1.945,1.924
9076,1.464,1.443
9079,0.981,0.964
9082,0.549,0.533
9085,0.209,0.210
9087,0.035,0.028
9090,0.010,0.005
9094,0.246,0.257
9097,0.587,0.591
9099,1.031,1.035
9102,1.510,1.521
9105,1.990,1.996
9107,2.414,2.409
9110,2.500,2.500
9113,2.500,2.500
9116,2.500,2.500
9118,2.500,2.500
9121,2.381,2.354
9124,1.950,1.927
9126,1.470,1.449
9129,0.988,0.973
9132,0.552,0.539
9135,0.167,0.157
9138,0.005,0.011
9141,0.033,0.032
9144,0.243,0.248
9146,0.586,0.593
9149,1.020,1.034
9152,1.505,1.513
9155,2.073,2.090
9158,2.495,2.497
9160,2.500,2.500
9163,2.500,2.500
9166,2.500,2.500
9168,2.500,2.500
9171,2.382,2.360
9174,1.956,1.935
9177,1.364,1.346
9180,0.885,0.868
9182,0.471,0.460
9185,0.168,0.161
9188,0.012,0.012
9191,0.032,0.026
9194,0.236,0.244
9197,0.657,0.668
9200,1.125,1.126
9202,1.609,1.619
9205,2.078,2.075
9208,2.482,2.482
9210,2.500,2.500
9213,2.500,2.500
9216,2.500,2.500
9219,2.500,2.500
9222,2.299,2.269
9224,1.852,1.823
9227,1.373,1.355
9230,0.892,0.876
9232,0.469,0.464
9235,0.165,0.164
9274,1.828,1.808
9277,1.342,1.324
9280,0.858,0.841
9282,0.462,0.434
9285,0.162,0.153
9288,0.008,0.005
9291,0.027,0.036
9294,0.259,0.255
9297,0.689,0.702
9300,1.155,1.165
9303,1.642,1.651
9305,2.097,2.111
9308,2.500,2.500
9311,2.500,2.500
9313,2.500,2.500
9316,2.500,2.500
9319,2.500,2.500
9322,2.282,2.256
9324,1.837,1.819
9327,1.354,1.330
9330,0.868,0.852
9332,0.454,0.442
9335,0.164,0.156
9338,0.000,0.002
9341,0.046,0.054
9344,0.289,0.292
9347,0.654,0.662
9350,1.095,1.106
9352,1.589,1.601
9355,2.047,2.062
9358,2.500,2.500
9361,2.500,2.500
9363,2.500,2.500
9366,2.500,2.500
9369,2.500,2.500
9371,2.328,2.302
9374,1.884,1.864
9377,1.403,1.386
9380,0.817,0.802
9383,0.419,0.406
9385,0.131,0.132
9388,0.000,0.001
9391,0.029,0.036
9394,0.266,0.273
9397,0.610,0.623
9400,1.170,1.171
9403,1.659,1.667
9405,2.118,2.126
9408,2.500,2.500
9411,2.500,2.500
9413,2.500,2.500
9416,2.500,2.500
9419,2.500,2.500
9422,2.266,2.241
9425,1.810,1.791
9427,1.327,1.308
9430,0.852,0.833
9433,0.443,0.431
9435,0.147,0.144
9438,0.002,0.008
9442,0.066,0.067
9445,0.337,0.336
9447,0.706,0.724
9450,1.170,1.176
9453,1.658,1.671
9455,2.117,2.127
9458,2.500,2.500
9461,2.500,2.500
9464,2.500,2.500
9467,2.500,2.500
9469,2.500,2.500
9472,2.255,2.233
9475,1.812,1.791
9477,1.327,1.310
9480,0.841,0.834
9483,0.367,0.360
9486,0.107,0.102
9489,0.000,0.000
9491,0.039,0.046
9494,0.264,0.274
9497,0.608,0.619
9499,1.062,1.065
9502,1.546,1.559
9505,2.124,2.133
9508,2.500,2.500
9511,2.500,2.500
9513,2.500,2.500
9516,2.500,2.500
9519,2.500,2.500
9521,2.359,2.325
9525,1.817,1.791
9527,1.317,1.309
9530,0.847,0.834
9533,0.441,0.431
9535,0.149,0.142
9538,0.012,0.003
9541,0.037,0.039
9544,0.260,0.271
9547,0.698,0.711
9550,1.155,1.171
9553,1.642,1.659
9555,2.111,2.121
9558,2.500,2.500
9561,2.500,2.500
9563,2.500,2.500
9566,2.500,2.500
9569,2.500,2.500
9572,2.271,2.250
9574,1.828,1.807
9577,1.343,1.325
9580,0.858,0.847
9582,0.461,0.447
9585,0.163,0.153
9588,0.000,0.000
9591,0.036,0.044
9594,0.264,0.273
9597,0.615,0.628
9599,1.061,1.075
9602,1.542,1.558
9605,2.019,2.028
9607,2.443,2.442
9611,2.500,2.500
9613,2.500,2.500
9616,2.500,2.500
9619,2.500,2.500
9621,2.355,2.334
9624,1.924,1.903
9627,1.443,1.423
9630,0.857,0.841
9633,0.452,0.437
9635,0.152,0.147
9638,0.011,0.000
9641,0.031,0.035
9644,0.247,0.248
9646,0.585,0.595
9649,1.023,1.039
9652,1.623,1.628
9655,2.092,2.099
9658,2.498,2.499
9660,2.500,2.500
9663,2.500,2.500
9666,2.500,2.500
9668,2.500,2.500
9672,2.293,2.267
9674,1.836,1.819
9677,1.362,1.340
9680,0.883,0.867
9682,0.476,0.458
9685,0.169,0.156
9688,0.014,0.012
9691,0.027,0.030
9694,0.297,0.309
9697,0.668,0.679
9700,1.123,1.128
9702,1.612,1.623
9705,2.072,2.085
9708,2.492,2.483
9710,2.500,2.500
9714,2.500,2.500
9716,2.500,2.500
9719,2.500,2.500
9722,2.303,2.276
9724,1.855,1.836
9727,1.377,1.358
9730,0.897,0.879
9732,0.480,0.469
9736,0.127,0.120
9738,0.007,0.001
9741,0.055,0.061
9744,0.299,0.306
9747,0.664,0.679
9750,1.128,1.136
9752,1.619,1.620
9756,2.172,2.177
9758,2.500,2.500
9761,2.500,2.500
9764,2.500,2.500
9766,2.500,2.500
9769,2.500,2.500
9772,2.293,2.281
9774,1.858,1.828
9778,1.259,1.242
9780,0.795,0.776
9783,0.397,0.386
9786,0.118,0.112
9788,0.002,0.000
9791,0.043,0.052
9794,0.280,0.292
9797,0.734,0.747
9800,1.198,1.209
9803,1.691,1.697
9806,2.154,2.160
9808,2.500,2.500
9811,2.500,2.500
9813,2.500,2.500
9816,2.500,2.500
9819,2.500,2.500
9822,2.237,2.212
9825,1.785,1.755
9827,1.293,1.259
9830,0.816,0.805
9833,0.423,0.415
9835,0.139,0.133
9839,0.000,0.000
9841,0.051,0.056
9844,0.286,0.297
9847,0.651,0.664
9850,1.095,1.111
9852,1.589,1.594
9855,2.055,2.072
9858,2.471,2.468
9861,2.500,2.500
9864,2.500,2.500
9866,2.500,2.500
9869,2.500,2.500
9871,2.317,2.286
9874,1.871,1.852
9877,1.395,1.366
9880,0.809,0.790
9883,0.416,0.393
9886,0.133,0.123
9888,0.000,0.001
9891,0.040,0.045
9894,0.262,0.271
9897,0.603,0.618
9899,1.061,1.065
9903,1.655,1.667
9905,2.121,2.132
9908,2.500,2.500
9911,2.500,2.500
9913,2.500,2.500
9916,2.500,2.500
9919,2.500,2.500
9921,2.349,2.337
9925,1.813,1.793
9927,1.328,1.312
9930,0.856,0.839
9933,0.430,0.431
9935,0.153,0.139
9938,0.008,0.004
9941,0.034,0.042
9979,1.066,1.047
9981,0.616,0.604
9984,0.268,0.258
9987,0.054,0.053
9990,0.000,0.001
9993,0.130,0.136
9995,0.409,0.421
9998,0.902,0.920
