Time (ms),ADC1,ADC2
607,0.236,0.798
608,0.765,0.218
610,2.429,2.187
612,0.726,1.417
614,2.424,2.256
616,0.685,1.373
618,0.322,0.005
619,1.023,0.397
621,2.414,2.314
623,0.488,1.143
625,0.466,0.060
626,1.443,0.750
629,0.013,0.343
631,0.136,0.000
632,2.249,1.720
634,1.270,1.914
636,0.072,0.008
638,0.033,0.038
640,0.027,0.044
642,0.049,0.022
644,2.370,1.949
646,1.270,1.918
648,0.061,0.012
650,0.204,0.000
651,2.359,1.934
653,1.054,1.744
655,0.186,0.000
656,2.309,1.839
659,0.448,0.039
660,1.359,0.667
662,2.365,2.377
664,0.391,1.021
666,0.580,0.114
667,2.420,2.106
669,0.754,1.448
671,0.233,0.000
673,0.485,1.163
675,0.378,0.018
676,1.335,0.647
678,2.364,2.379
680,0.373,0.981
682,0.622,0.133
683,2.431,2.156
685,0.727,1.425
687,2.437,2.224
689,0.719,1.411
691,0.322,0.005
692,1.026,0.397
694,2.421,2.288
696,0.600,1.287
698,0.312,0.010
699,1.364,0.664
702,0.027,0.398
704,0.009,0.076
706,0.000,0.211
707,1.999,1.366
709,1.708,2.227
711,0.000,0.159
712,2.056,1.450
714,1.520,2.107
716,2.331,1.863
718,1.196,1.858
720,0.120,0.000
721,2.292,1.790
723,1.242,1.897
725,0.093,0.002
727,0.178,0.000
728,2.282,1.809
731,0.486,0.062
732,1.403,0.714
734,2.285,2.421
736,0.246,0.808
737,0.831,0.254
739,2.427,2.280
741,0.557,1.232
743,0.420,0.040
745,1.832,2.299
747,0.020,0.359
749,0.070,0.013
751,0.098,0.001
753,0.032,0.045
755,0.059,0.015
757,0.130,0.000
758,2.242,1.713
761,0.373,0.021
762,1.209,0.537
764,2.390,2.362
766,0.400,1.022
768,0.586,0.107
769,2.431,2.156
771,0.701,1.389
773,0.342,0.013
775,1.830,2.303
777,0.009,0.322
780,2.260,1.745
782,1.397,2.013
784,0.059,0.022
786,0.096,0.002
788,0.126,0.000
789,2.270,1.762
792,0.370,0.017
793,1.126,0.472
795,2.421,2.313
797,0.449,1.094
799,0.534,0.090
800,1.502,0.802
802,2.263,2.424
804,0.173,0.694
806,2.171,2.422
808,0.137,0.631
809,1.035,0.403
811,2.404,2.349
813,0.390,1.022
815,0.562,0.101
816,2.415,2.097
818,0.823,1.521
820,2.437,2.223
822,0.660,1.348
824,0.310,0.007
825,0.900,0.299
827,2.433,2.194
829,0.685,1.381
831,0.279,0.000
832,2.381,1.994
835,0.598,0.116
836,2.389,2.005
838,0.956,1.644
840,0.134,0.000
841,2.339,1.884
843,1.156,1.825
845,0.160,0.000
846,2.326,1.858
849,0.563,0.097
850,1.431,0.724
852,2.310,2.415
854,0.214,0.757
855,0.837,0.262
857,2.434,2.252
859,0.553,1.224
861,0.445,0.049
863,1.829,2.303
865,0.017,0.354
867,0.081,0.003
869,0.005,0.081
871,0.000,0.150
872,2.053,1.425
874,1.548,2.128
876,0.002,0.077
878,2.379,1.980
880,1.141,1.809
882,0.187,0.000
883,2.345,1.916
885,1.028,1.719
887,0.162,0.000
888,2.352,1.916
890,1.084,1.769
892,2.436,2.193
894,0.833,1.525
896,0.188,0.000
897,2.340,1.892
899,1.000,1.688
901,0.068,0.014
903,0.209,0.000
904,2.321,1.847
907,0.472,0.055
908,1.303,0.613
910,2.355,2.384
912,0.309,0.905
913,0.735,0.193
915,2.430,2.217
917,0.669,1.354
919,0.304,0.007
921,2.085,2.406
923,0.096,0.549
925,0.017,0.059
927,0.000,0.121
928,2.114,1.521
930,1.443,2.049
932,0.039,0.035
934,0.099,0.003
936,2.337,1.868
938,1.308,1.948
940,0.078,0.009
942,0.039,0.025
944,0.046,0.029
946,0.072,0.005
948,0.028,0.048
950,0.037,0.042
952,2.338,1.881
954,1.239,1.896
956,0.112,0.001
957,0.674,0.157
959,2.424,2.116
961,0.776,1.469
963,0.177,0.000
964,2.352,1.918
967,0.518,0.074
968,1.369,0.678
970,2.365,2.387
972,0.342,0.953
973,0.722,0.188
975,2.431,2.161
977,0.729,1.422
979,0.325,0.007
981,2.127,2.416
983,0.109,0.567
984,1.177,0.514
986,2.392,2.356
988,0.393,1.016
990,0.618,0.132
991,2.430,2.147
993,0.807,1.502
995,2.432,2.228
997,0.696,1.384
999,0.280,0.001
1000,0.837,0.261
1002,2.436,2.211
1004,0.667,1.365
1006,0.258,0.000
1007,2.370,1.950
1010,0.521,0.076
1011,1.353,0.655
1013,2.352,2.394
1015,0.312,0.917
1016,0.704,0.176
1018,2.427,2.146
1020,0.745,1.437
1053,2.415,2.318
1055,0.532,1.202
1057,0.448,0.048
1058,1.358,0.665
1060,2.368,2.388
1062,0.357,0.976
1064,0.575,0.115
1066,0.352,0.978
1068,0.507,0.075
1069,1.399,0.702
1071,2.322,2.415
1073,0.220,0.767
1074,0.793,0.232
1076,2.436,2.223
1078,0.660,1.340
1080,2.429,2.276
1082,0.686,1.373
1084,0.312,0.007
1085,0.862,0.279
1087,2.437,2.198
1089,0.745,1.441
1091,0.289,0.001
1092,0.805,0.247
1095,0.269,0.856
1097,0.589,0.119
1098,2.409,2.072
1100,0.808,1.496
1102,0.219,0.000
1103,2.347,1.917
1105,1.044,1.729
1107,2.429,2.141
1109,0.850,1.546
1111,0.192,0.000
1112,2.341,1.892
1114,1.101,1.784
1116,0.161,0.000
1117,2.338,1.884
1119,1.063,1.746
1121,2.429,2.183
1123,0.805,1.503
1125,0.206,0.000
1126,2.368,1.939
1128,1.066,1.749
1130,0.180,0.000
1131,2.316,1.835
1134,0.508,0.078
1135,1.271,0.580
1137,2.346,2.397
1139,0.352,0.957
1141,0.670,0.157
1142,2.431,2.157
1144,0.671,1.354
1146,0.275,0.000
1148,0.492,1.176
1150,0.389,0.031
1151,1.259,0.579
1153,2.391,2.353
1155,0.424,1.062
1157,0.531,0.085
1158,1.441,0.745
1161,0.026,0.381
1163,0.024,0.055
1165,0.007,0.076
1167,0.000,0.232
1168,1.938,1.282
1170,1.731,2.243
1172,0.000,0.136
1173,2.106,1.507
1176,0.204,0.000
1177,2.304,1.817
1179,1.188,1.845
1181,0.127,0.000
1182,2.296,1.812
1184,1.188,1.851
1186,0.123,0.000
1188,0.579,1.288
1190,0.271,0.000
1191,2.395,2.030
1193,0.867,1.567
1195,0.179,0.000
1196,2.292,1.804
1198,1.165,1.836
1200,0.125,0.000
1202,0.631,1.332
1204,0.312,0.005
1205,0.896,0.302
1207,2.432,2.214
1209,0.620,1.305
1211,0.421,0.041
1212,1.360,0.664
1215,0.021,0.378
1217,0.018,0.063
1219,0.006,0.082
1221,0.000,0.195
1222,1.970,1.321
1224,1.757,2.257
1226,0.000,0.199
1227,2.036,1.410
1230,0.208,0.000
1231,2.294,1.803
1233,1.199,1.855
1235,0.104,0.000
1236,2.272,1.763
1238,1.180,1.840
1240,0.105,0.002
1242,2.119,2.411
1244,0.105,0.562
1245,1.185,0.517
1247,2.383,2.376
1249,0.362,0.979
1251,0.610,0.125
1252,2.430,2.148
1254,0.819,1.509
1256,2.432,2.217
1258,0.769,1.460
1260,0.292,0.002
1261,0.840,0.254
1263,2.440,2.216
1265,0.695,1.386
1267,0.251,0.000
1269,0.512,1.202
1271,0.418,0.031
1272,1.281,0.593
1274,2.374,2.381
1276,0.409,1.040
1277,0.673,0.159
1279,2.419,2.104
1281,0.844,1.537
1283,2.422,2.155
1285,0.837,1.533
1287,0.188,0.000
1288,2.342,1.904
1290,1.079,1.756
1292,0.189,0.000
1293,2.338,1.889
1296,0.457,0.049
1297,1.259,0.581
1299,2.364,2.391
1301,0.370,0.977
1303,0.590,0.117
1304,2.414,2.094
1306,0.869,1.553
1308,0.199,0.000
1310,0.631,1.338
1312,0.312,0.007
1313,0.955,0.346
1315,2.437,2.222
1317,0.618,1.304
1319,0.411,0.028
1320,1.396,0.702
1322,2.344,2.404
1324,1.526,0.815
1326,2.292,2.411
1328,0.203,0.739
1329,0.849,0.271
1331,2.428,2.259
1333,0.624,1.305
1335,0.410,0.034
1337,1.841,2.310
1339,0.000,0.302
1340,1.899,1.229
1342,1.811,2.288
1344,0.000,0.235
1345,1.939,1.282
1347,1.789,2.274
1349,0.000,0.220
1351,1.191,1.862
1353,0.069,0.012
1355,0.165,0.000
1356,2.292,1.789
1358,1.292,1.941
1360,0.084,0.008
1362,0.028,0.044
1364,2.327,1.855
1366,1.342,1.977
1368,0.057,0.022
1370,0.087,0.008
1372,0.005,0.083
1374,0.000,0.150
1375,2.054,1.435
1377,1.615,2.167
1379,2.304,1.806
1381,1.322,1.963
1383,0.093,0.001
1385,0.039,0.033
1387,0.021,0.048
1389,0.037,0.031
1391,0.017,0.050
1393,2.332,1.858
1395,1.237,1.898
1397,0.085,0.008
1399,0.015,0.066
1401,0.016,0.056
1403,0.067,0.016
1405,0.068,0.012
1407,0.136,0.000
1409,0.780,1.508
1411,0.182,0.000
1412,2.329,1.884
1414,1.063,1.744
1416,0.176,0.000
1417,2.347,1.912
1419,1.073,1.750
1421,2.422,2.170
1423,0.837,1.530
1425,0.195,0.000
1426,2.317,1.852
1428,1.058,1.735
1430,0.186,0.000
1431,2.338,1.891
1433,1.087,1.768
1435,2.422,2.102
1437,0.836,1.529
1439,0.212,0.000
1440,2.365,1.947
1442,1.027,1.712
1444,0.225,0.000
1445,2.354,1.932
1448,0.581,0.097
1449,1.414,0.717
1451,2.339,2.399
1453,0.273,0.842
1454,0.750,0.206
1456,2.431,2.150
1458,0.731,1.419
1460,0.298,0.002
1462,1.956,2.361
1464,0.030,0.403
1466,0.029,0.047
1468,0.016,0.067
1470,0.036,0.038
1472,0.028,0.051
1474,0.056,0.011
1476,2.411,2.064
1478,0.981,1.670
1480,0.136,0.000
1481,2.277,1.779
1483,1.239,1.900
1485,0.081,0.005
1487,0.027,0.049
1489,0.008,0.080
1523,2.217,2.422
1525,0.161,0.671
1526,1.020,0.392
1528,2.418,2.315
1530,0.480,1.127
1532,0.477,0.063
1533,1.445,0.747
1536,0.027,0.361
1538,0.032,0.039
1540,0.021,0.055
1543,2.408,2.340
1545,0.501,1.154
1547,0.483,0.068
1548,1.385,0.690
1550,2.354,2.392
1552,1.320,0.612
1554,2.376,2.379
1556,0.470,1.120
1558,0.513,0.074
1559,1.457,0.759
1561,2.321,2.408
1563,0.253,0.819
1565,2.233,2.422
1567,0.201,0.751
1568,0.898,0.300
1570,2.430,2.282
1572,0.537,1.200
1574,0.505,0.079
1575,1.449,0.744
1577,2.325,2.401
1579,1.467,0.754
1581,2.326,2.409
1583,0.256,0.829
1584,0.765,0.214
1586,2.433,2.176
1588,0.696,1.385
1590,0.273,0.000
1592,0.429,1.093
1594,0.454,0.049
1595,1.414,0.718
1597,2.293,2.412
1599,0.212,0.762
1600,0.873,0.280
1602,2.432,2.248
1604,0.607,1.279
1606,2.422,2.287
1608,0.686,1.372
1610,0.350,0.008
1611,0.917,0.312
1613,2.432,2.266
1615,0.596,1.259
1617,0.355,0.018
1619,1.895,2.336
1621,0.039,0.414
1623,0.065,0.018
1625,0.037,0.034
1627,0.035,0.042
1629,0.030,0.040
1631,0.032,0.038
1633,0.063,0.007
1635,2.311,1.823
1637,1.287,1.930
1639,0.089,0.007
1641,0.057,0.020
1643,0.038,0.033
1645,0.046,0.027
1647,0.018,0.062
1649,2.336,1.868
1651,1.342,1.980
1653,0.077,0.005
1655,0.023,0.052
1657,0.038,0.039
1659,0.063,0.013
1661,0.165,0.000
1662,2.309,1.830
1665,0.509,0.070
1666,1.280,0.592
1668,2.377,2.370
1670,0.451,1.094
1672,0.528,0.088
1673,1.391,0.697
1675,2.338,2.396
1677,1.337,0.634
1679,2.361,2.388
1681,0.370,0.995
1683,0.623,0.131
1684,2.422,2.110
1686,0.798,1.490
1688,0.181,0.000
1689,2.332,1.884
1692,0.507,0.073
1693,1.359,0.667
1695,2.364,2.376
1697,0.364,0.977
1699,0.605,0.122
1700,2.429,2.165
1702,0.770,1.461
1704,0.304,0.003
1706,2.215,2.423
1708,0.197,0.729
1709,0.884,0.289
1711,2.432,2.272
1713,0.562,1.233
1715,0.448,0.052
1716,1.427,0.729
1719,0.022,0.381
1721,0.020,0.065
1723,0.009,0.079
1725,0.000,0.172
1726,1.995,1.356
1728,1.715,2.235
1730,0.000,0.120
1731,2.129,1.541
1734,0.269,0.000
1735,2.304,1.815
1737,1.112,1.786
1739,0.197,0.000
1740,2.336,1.889
1742,1.187,1.850
1744,0.122,0.000
1746,0.636,1.341
1748,0.304,0.004
1749,0.868,0.279
1751,2.433,2.191
1753,0.661,1.348
1755,0.338,0.008
1756,0.822,0.249
1758,2.434,2.199
1760,0.921,0.304
1762,2.436,2.241
1764,0.614,1.303
1766,0.386,0.026
1767,1.233,0.558
1769,2.383,2.371
1771,0.398,1.021
1773,2.328,2.395
1775,0.353,0.955
1776,0.669,0.159
1778,2.425,2.138
1780,0.741,1.434
1782,0.279,0.000
1783,2.387,1.997
1785,1.103,1.782
1787,2.429,2.140
1789,0.842,1.535
1791,0.201,0.000
1792,2.349,1.913
1794,1.063,1.743
1796,0.183,0.000
1797,2.347,1.939
1800,0.529,0.078
1801,1.327,0.639
1803,2.373,2.379
1805,0.339,0.947
1807,0.647,0.136
1808,2.427,2.138
1810,0.753,1.442
1812,0.290,0.000
1814,0.527,1.221
1816,0.354,0.016
1817,1.304,0.616
1819,2.346,2.399
1821,0.357,0.973
1823,0.657,0.150
1824,2.421,2.118
1826,0.852,0.263
1828,2.433,2.177
1830,0.663,1.345
1832,0.354,0.018
1833,1.271,0.581
1835,2.393,2.360
1837,0.350,0.955
1838,0.701,0.172
1841,0.233,0.808
1842,0.713,0.187
1844,2.430,2.165
1846,0.832,1.524
1848,0.227,0.000
1849,2.366,1.946
1851,0.980,1.676
1853,2.419,2.089
1855,0.956,1.644
1857,0.103,0.003
1858,0.691,0.175
1860,2.410,2.068
1862,0.880,1.579
1864,0.151,0.000
1865,2.329,1.868
1868,0.485,0.061
1869,1.294,0.603
1871,2.350,2.393
1873,0.260,0.829
1874,0.825,0.253
1876,2.429,2.261
1878,0.566,1.233
1880,2.401,2.349
1882,0.459,1.110
1884,0.515,0.078
1885,1.463,0.765
1887,2.307,2.412
1889,0.218,0.767
1890,0.832,0.259
1892,2.435,2.217
1894,0.973,0.343
1896,2.431,2.252
1898,0.579,1.249
1900,0.324,0.001
1901,0.928,0.328
1903,2.434,2.243
1905,0.542,1.208
1907,2.414,2.328
1909,0.526,1.185
1911,0.470,0.063
1912,1.489,0.782
1914,2.326,2.408
1916,0.276,0.857
1917,0.699,0.176
1919,2.429,2.136
1921,0.785,0.217
1923,2.431,2.162
1925,0.734,1.423
1927,0.290,0.001
1928,0.815,0.249
1930,2.427,2.187
1932,0.752,1.430
1934,0.273,0.000
1936,0.558,1.259
1938,0.358,0.021
1939,1.242,0.568
1941,2.386,2.368
1943,0.446,1.089
1945,0.542,0.101
1946,2.427,2.118
1948,0.872,0.271
1950,2.433,2.198
1952,0.686,1.376
1954,0.311,0.005
1955,0.894,0.303
1957,2.436,2.185
1959,0.713,1.397
1961,0.260,0.000
1997,0.032,0.046
1999,0.039,0.036
2001,0.032,0.042
2003,0.041,0.022
2005,0.047,0.026
2007,0.034,0.038
2009,2.379,1.962
2011,1.185,1.843
2013,0.147,0.000
2014,2.284,1.783
2016,1.243,1.902
2018,0.102,0.001
2020,0.674,0.166
2021,2.419,2.101
2023,0.803,0.236
2025,2.424,2.139
2027,0.778,1.469
2029,0.197,0.000
2030,2.346,1.896
2032,1.156,1.824
2034,0.149,0.000
2036,0.663,1.377
2038,0.247,0.000
2039,2.365,1.955
2041,1.016,1.702
2043,0.233,0.000
2044,2.388,1.998
2046,1.102,1.769
2048,0.190,0.000
2050,0.686,1.402
2052,0.241,0.000
2053,2.369,1.956
2055,1.071,1.746
2057,0.176,0.000
2058,2.347,1.907
2060,1.098,1.774
2062,0.143,0.000
2064,0.674,1.391
2066,0.229,0.000
2067,2.354,1.927
2069,1.081,1.762
2071,0.177,0.000
2072,2.342,1.886
2074,1.123,1.794
2076,2.423,2.118
2078,0.846,1.546
2080,0.193,0.000
2081,2.321,1.847
2083,1.062,1.742
2085,0.228,0.000
2086,2.365,1.946
2088,1.066,1.747
2090,2.431,2.187
2092,0.771,1.465
2094,0.253,0.000
2095,2.377,1.967
2097,1.051,1.727
2099,0.201,0.000
2100,2.366,1.952
2103,0.634,0.129
2104,2.396,2.023
2106,1.015,1.692
2108,0.235,0.000
2109,2.361,1.943
2111,1.016,1.703
2113,0.238,0.000
2114,2.377,1.990
2117,0.631,0.128
2118,2.412,2.082
2120,0.841,1.526
2122,0.249,0.000
2123,2.378,1.976
2125,1.032,1.714
2127,0.209,0.000
2129,0.497,1.186
2131,0.338,0.006
2132,0.905,0.305
2134,2.429,2.233
2136,0.639,1.321
2138,0.338,0.016
2139,1.287,0.596
2141,2.388,2.366
2143,1.271,0.579
2145,2.407,2.345
2147,0.418,1.055
2149,0.550,0.094
2150,1.460,0.759
2152,2.293,2.419
2154,0.233,0.787
2156,2.266,2.421
2158,0.244,0.806
2159,0.880,0.273
2161,2.423,2.283
2163,0.536,1.202
2165,0.485,0.063
2166,1.311,0.624
2168,2.328,2.397
2170,1.351,0.650
2172,2.372,2.387
2174,0.322,0.911
2175,0.713,0.185
2177,2.432,2.170
2179,0.739,1.430
2181,0.236,0.000
2183,0.494,1.185
2185,0.400,0.028
2186,1.211,0.539
2188,2.386,2.370
2190,0.431,1.075
2192,0.548,0.095
2193,1.506,0.806
2195,2.274,2.414
2197,1.560,0.844
2199,2.268,2.433
2201,0.175,0.692
2202,0.890,0.299
2204,2.422,2.293
2206,0.569,1.243
2208,0.399,0.031
2210,1.940,2.355
2212,0.025,0.376
2214,0.044,0.027
2216,0.018,0.055
2218,0.050,0.017
2220,0.064,0.018
2222,0.045,0.027
2224,0.077,0.013
2226,2.421,2.142
2228,0.883,1.575
2230,0.168,0.000
2231,2.317,1.845
2233,1.099,1.775
2235,0.192,0.000
2236,2.311,1.836
2239,0.576,0.104
2240,2.405,2.055
2242,0.821,1.516
2244,0.216,0.000
2245,2.365,1.966
2247,1.043,1.725
2249,0.239,0.000
2250,2.366,1.952
2253,0.655,0.138
2254,2.388,1.993
2256,1.044,1.719
2258,0.194,0.000
2259,2.358,1.937
2261,1.098,1.774
2263,0.163,0.000
2265,0.657,1.370
2267,0.211,0.000
2268,2.377,1.983
2270,1.039,1.719
2273,2.245,2.425
2275,0.176,0.700
2276,0.818,0.253
2278,2.435,2.243
2280,0.995,0.353
2282,2.434,2.219
2284,0.657,1.337
2286,0.275,0.000
2287,2.372,1.968
2289,0.993,1.680
2291,0.096,0.003
2293,0.083,0.008
2295,2.278,1.769
2297,1.374,2.003
2299,0.065,0.019
2301,0.093,0.001
2303,0.018,0.065
2305,0.020,0.059
2307,0.002,0.111
2309,2.415,2.298
2311,0.661,1.347
2313,0.312,0.008
2314,0.916,0.322
2316,2.436,2.233
2318,0.669,1.345
2320,0.367,0.022
2321,1.184,0.515
2324,0.052,0.459
2326,0.000,0.110
2327,2.089,1.481
2329,1.607,2.162
2331,0.009,0.080
2333,0.000,0.173
2334,2.031,1.406
2337,0.149,0.000
2338,2.220,1.685
2340,1.428,2.035
2342,0.059,0.020
2344,0.067,0.019
2346,0.081,0.007
2348,0.015,0.076
2350,0.023,0.058
2352,2.321,1.846
2354,1.298,1.944
2356,0.052,0.026
2358,0.081,0.008
2360,0.000,0.116
2361,2.162,1.603
2363,1.405,2.025
2365,2.376,1.970
2367,1.165,1.833
2369,0.130,0.000
2370,2.274,1.763
2372,1.239,1.900
2374,0.078,0.012
2376,0.166,0.000
2377,2.283,1.785
2380,0.459,0.050
2381,1.369,0.679
2383,2.352,2.393
2385,0.353,0.972
2387,0.614,0.132
2388,2.415,2.119
2390,0.725,1.416
2392,2.432,2.254
2394,0.690,1.380
2396,0.221,0.000
2397,2.383,1.990
2399,1.004,1.697
2401,0.229,0.000
2402,2.358,1.922
2404,1.075,1.754
2406,2.424,2.118
2408,0.870,1.561
2410,0.157,0.000
2411,2.316,1.836
2413,1.109,1.788
2415,0.147,0.000
2416,2.278,1.771
2419,0.454,0.048
2420,1.239,0.565
2422,2.375,2.382
2424,0.375,0.996
2426,0.618,0.127
2427,2.429,2.138
2429,0.792,1.481
2431,0.221,0.000
2464,0.000,0.278
2465,1.828,1.150
2467,1.838,2.300
2469,0.000,0.227
2470,2.017,1.387
2472,1.681,2.210
2474,0.000,0.128
2476,0.972,1.671
2478,0.089,0.002
2480,0.061,0.009
2482,0.007,0.064
2484,0.000,0.171
2485,1.945,1.288
2487,1.832,2.300
2489,0.000,0.187
2491,1.102,1.786
2493,0.127,0.000
2494,2.301,1.808
2496,1.130,1.804
2498,0.164,0.000
2499,2.321,1.847
2501,1.097,1.771
2503,2.429,2.147
2505,0.867,1.554
2507,0.152,0.000
2508,2.299,1.808
2510,1.155,1.824
2512,0.131,0.000
2513,2.306,1.827
2515,1.181,1.845
2517,2.415,2.082
2519,0.928,1.622
2521,0.161,0.000
2522,2.327,1.862
2524,1.056,1.730
2526,0.215,0.000
2527,2.376,1.986
2530,0.585,0.106
2531,2.403,2.044
2533,0.907,1.607
2535,0.183,0.000
2536,2.322,1.852
2538,1.044,1.729
2540,0.206,0.000
2541,2.368,1.956
2544,0.520,0.074
2545,1.342,0.654
2547,2.332,2.406
2549,0.247,0.814
2550,0.763,0.214
2552,2.437,2.238
2554,0.662,1.350
2556,2.409,2.309
2558,0.596,1.279
2560,0.369,0.015
2561,1.310,0.619
2563,2.328,2.410
2565,0.295,0.885
2566,0.684,0.165
2568,2.426,2.138
2570,0.840,0.255
2572,2.432,2.159
2574,0.768,1.463
2576,0.188,0.000
2577,2.357,1.928
2579,1.092,1.769
2581,0.187,0.000
2583,0.593,1.310
2585,0.309,0.005
2586,0.858,0.285
2588,2.434,2.182
2590,0.721,1.408
2592,0.305,0.002
2593,0.982,0.360
2595,2.434,2.256
2597,1.041,0.398
2599,2.421,2.288
2601,0.639,1.317
2603,0.364,0.016
2604,1.309,0.622
2606,2.362,2.390
2608,0.359,0.969
